Time [s],UART
6.025338816,0
6.025340796,1
6.025344408,0
6.025345396,1
6.025347392,0
6.025348380,1
6.025350372,0
6.025351360,1
6.025352364,0
6.025353352,1
6.025380084,0
6.025381068,1
6.025382072,0
6.025383056,1
6.025385052,0
6.025386036,1
6.025387040,0
6.025389020,1
6.025392504,0
6.025397464,1
6.025399460,0
6.025401444,1
6.025404928,0
6.025406908,1
6.025409896,0
6.025410884,1
6.025411884,0
6.025413868,1
6.025417352,0
6.025418336,1
6.025419340,0
6.025422316,1
6.025424304,0
6.025426288,1
6.025429772,0
6.025431756,1
6.025433748,0
6.025434736,1
6.025436728,0
6.025438712,1
6.025442196,0
6.025443184,1
6.025445180,0
6.025447160,1
6.025449156,0
6.025451136,1
6.025454620,0
6.025455608,1
6.025456608,0
6.025458592,1
6.025461580,0
6.025463560,1
6.025467044,0
6.025468032,1
6.025469032,0
6.025472008,1
6.025474000,0
6.025475980,1
6.025479464,0
6.025481444,1
6.025483440,0
6.025484428,1
6.025486420,0
6.025488400,1
6.025492444,0
6.025495416,1
6.025497412,0
6.025498400,1
6.025499396,0
6.025501380,1
6.025528104,0
6.025529088,1
6.025530092,0
6.025531076,1
6.025533072,0
6.025534060,1
6.025535060,0
6.025537040,1
6.025540524,0
6.025545488,1
6.025547480,0
6.025549464,1
6.025552948,0
6.025554928,1
6.025557916,0
6.025558904,1
6.025559904,0
6.025561884,1
6.025565368,0
6.025566356,1
6.025567356,0
6.025570332,1
6.025572328,0
6.025574308,1
6.025577796,0
6.025578784,1
6.025579784,0
6.025580772,1
6.025581772,0
6.025582764,1
6.025584760,0
6.025586740,1
6.025590228,0
6.025591212,1
6.025593212,0
6.025595196,1
6.025597188,0
6.025599172,1
6.025602660,0
6.025603648,1
6.025605644,0
6.025607628,1
6.025609624,0
6.025611608,1
6.025615092,0
6.025616080,1
6.025619068,0
6.025620056,1
6.025622052,0
6.025624036,1
6.025627524,0
6.025629504,1
6.025630504,0
6.025632488,1
6.025634484,0
6.025636464,1
6.025640512,0
6.025643488,1
6.025645480,0
6.025646472,1
6.025647468,0
6.025649452,1
6.025676184,0
6.025677172,1
6.025678176,0
6.025679164,1
6.025681160,0
6.025682144,1
6.025683148,0
6.025685128,1
6.025688616,0
6.025693584,1
6.025695580,0
6.025697564,1
6.025701052,0
6.025703036,1
6.025706024,0
6.025707016,1
6.025708016,0
6.025710000,1
6.025713488,0
6.025714476,1
6.025715476,0
6.025718456,1
6.025720448,0
6.025722432,1
6.025725920,0
6.025726908,1
6.025728904,0
6.025730888,1
6.025732884,0
6.025734868,1
6.025738352,0
6.025740336,1
6.025742332,0
6.025743320,1
6.025745316,0
6.025747300,1
6.025750784,0
6.025751772,1
6.025752776,0
6.025753764,1
6.025754764,0
6.025755752,1
6.025757744,0
6.025759728,1
6.025763216,0
6.025764204,1
6.025767192,0
6.025768180,1
6.025770172,0
6.025772156,1
6.025775640,0
6.025777624,1
6.025778620,0
6.025780604,1
6.025782600,0
6.025784584,1
6.025788628,0
6.025789616,1
6.025790616,0
6.025791604,1
6.025794592,0
6.025795580,1
6.025796580,0
6.025797568,1
6.025801176,0
6.025802164,1
6.025803164,0
6.025804152,1
6.025806148,0
6.025810120,1
6.025813728,0
6.025815708,1
6.025816708,0
6.025817700,1
6.025818700,0
6.025822668,1
6.045122320,0
6.045124300,1
6.045126292,0
6.045129264,1
6.045130264,0
6.045131256,1
6.045134864,0
6.045136844,1
6.045138836,0
6.045141812,1
6.045142812,0
6.045143800,1
6.045147408,0
6.045150384,1
6.045151384,0
6.045152372,1
6.045153368,0
6.045154360,1
6.045155360,0
6.045156348,1
6.045159956,0
6.045162932,1
6.045164928,0
6.045165916,1
6.045166916,0
6.045168900,1
6.045172508,0
6.045178468,1
6.045179464,0
6.045181448,1
6.057267256,0
6.057268240,1
6.057269244,0
6.057270232,1
6.057272228,0
6.057276204,1
6.057279820,0
6.057281804,1
6.057282804,0
6.057283792,1
6.057284792,0
6.057288768,1
6.059132020,0
6.059133004,1
6.059134008,0
6.059134992,1
6.059136988,0
6.059137976,1
6.059139968,0
6.059140956,1
6.059144564,0
6.059145548,1
6.059146548,0
6.059147536,1
6.059148536,0
6.059150516,1
6.059152508,0
6.059153492,1
6.059157100,0
6.059158084,1
6.059159084,0
6.059163052,1
6.059165044,0
6.059166032,1
6.059169640,0
6.059171624,1
6.059174612,0
6.059175604,1
6.059177596,0
6.059178588,1
6.059182200,0
6.059183184,1
6.059184188,0
6.059185176,1
6.059189164,0
6.059191144,1
6.059215952,0
6.059220920,1
6.059222912,0
6.059224896,1
6.059228384,0
6.059230364,1
6.059233356,0
6.059234344,1
6.059235344,0
6.059237328,1
6.059240812,0
6.059241800,1
6.059243796,0
6.059245776,1
6.059247772,0
6.059249756,1
6.059253244,0
6.059255228,1
6.059257220,0
6.059258208,1
6.059260204,0
6.059262184,1
6.059265672,0
6.059266660,1
6.059269648,0
6.059270636,1
6.059272628,0
6.059274608,1
6.059278088,0
6.059283048,1
6.059285036,0
6.059287016,1
6.059290500,0
6.059293476,1
6.059294472,0
6.059295460,1
6.059297452,0
6.059299436,1
6.059302916,0
6.059303900,1
6.059305896,0
6.059307876,1
6.059309868,0
6.059311848,1
6.059315888,0
6.059316876,1
6.059317876,0
6.059318860,1
6.059320852,0
6.059324820,1
6.059328424,0
6.059330408,1
6.059331408,0
6.059332396,1
6.059333392,0
6.059337364,1
6.059343212,0
6.059348176,1
6.059349176,0
6.059350164,1
6.059351160,0
6.059352152,1
6.059355760,0
6.059356748,1
6.059357748,0
6.059358736,1
6.059359736,0
6.059362712,1
6.059363712,0
6.059364700,1
6.059368312,0
6.059369296,1
6.059370296,0
6.059375264,1
6.059376260,0
6.059377252,1
6.059380856,0
6.059381848,1
6.059383840,0
6.059384828,1
6.059385828,0
6.059387812,1
6.059388808,0
6.059389800,1
6.059393408,0
6.059395392,1
6.059398376,0
6.059399368,1
6.059400368,0
6.059402348,1
6.059405960,0
6.059410920,1
6.059413904,0
6.059414892,1
6.059418496,0
6.059419484,1
6.059423464,0
6.059424448,1
6.059426440,0
6.059427428,1
6.059431036,0
6.059432020,1
6.059434012,0
6.059435992,1
6.059438980,0
6.059439964,1
6.059443568,0
6.059449520,1
6.059450516,0
6.059452496,1
6.059456100,0
6.059457088,1
6.059459080,0
6.059460064,1
6.059462056,0
6.059463040,1
6.059464040,0
6.059465024,1
6.059602756,0
6.059604736,1
6.059605736,0
6.059607716,1
6.059609712,0
6.059611692,1
6.059616228,0
6.059619208,1
6.059621200,0
6.059622188,1
6.059623188,0
6.059625168,1
6.059628776,0
6.059634728,1
6.059635724,0
6.059637708,1
6.059776000,0
6.059776988,1
6.059777988,0
6.059780964,1
6.059782960,0
6.059784940,1
6.059788428,0
6.059789416,1
6.059790416,0
6.059792396,1
6.059795388,0
6.059797368,1
6.059801912,0
6.059804884,1
6.059806880,0
6.059807868,1
6.059808868,0
6.059810848,1
6.059814456,0
6.059820412,1
6.059821412,0
6.059823396,1
6.059961312,0
6.059964288,1
6.059965288,0
6.059966276,1
6.059968272,0
6.059970252,1
6.059974796,0
6.059977772,1
6.059979764,0
6.059980756,1
6.059981756,0
6.059983736,1
6.059987348,0
6.059993308,1
6.059994308,0
6.059996292,1
6.060134156,0
6.060136132,1
6.060138124,0
6.060139112,1
6.060141104,0
6.060143084,1
6.060147616,0
6.060150588,1
6.060152580,0
6.060153568,1
6.060154564,0
6.060156544,1
6.060160148,0
6.060166100,1
6.060167100,0
6.060169080,1
6.060307360,0
6.060310332,1
6.060311332,0
6.060312320,1
6.060314316,0
6.060316296,1
6.060319780,0
6.060324744,1
6.060326740,0
6.060328724,1
6.060333268,0
6.060336248,1
6.060338240,0
6.060339228,1
6.060340228,0
6.060342212,1
6.060345824,0
6.060351788,1
6.060352788,0
6.060354772,1
6.060493216,0
6.060495196,1
6.060496196,0
6.060498180,1
6.060500172,0
6.060502156,1
6.060505644,0
6.060507624,1
6.060508628,0
6.060510608,1
6.060512604,0
6.060514588,1
6.060519132,0
6.060522112,1
6.060524108,0
6.060525096,1
6.060526092,0
6.060528076,1
6.060531684,0
6.060537644,1
6.060538640,0
6.060540624,1
6.060678904,0
6.060680884,1
6.060682880,0
6.060683868,1
6.060685864,0
6.060687848,1
6.060691332,0
6.060695300,1
6.060698288,0
6.060700268,1
6.060704812,0
6.060707784,1
6.060709780,0
6.060710768,1
6.060711768,0
6.060713748,1
6.060717360,0
6.060723320,1
6.060724316,0
6.060726300,1
6.060864688,0
6.060866668,1
6.060867668,0
6.060869648,1
6.060871644,0
6.060873628,1
6.060877112,0
6.060880084,1
6.060881084,0
6.060882072,1
6.060884068,0
6.060886048,1
6.060890592,0
6.060893568,1
6.060895560,0
6.060896552,1
6.060897552,0
6.060899532,1
6.060903144,0
6.060909108,1
6.060910104,0
6.060912092,1
6.061050444,0
6.061052420,1
6.061053424,0
6.061055400,1
6.061057396,0
6.061059376,1
6.061062860,0
6.061063844,1
6.061064844,0
6.061067820,1
6.061069812,0
6.061071792,1
6.061076332,0
6.061079308,1
6.061081300,0
6.061082288,1
6.061083288,0
6.061085272,1
6.061088876,0
6.061094836,1
6.061095832,0
6.061097820,1
6.061236176,0
6.061238156,1
6.061240152,0
6.061241136,1
6.061243132,0
6.061245112,1
6.061248596,0
6.061249584,1
6.061252572,0
6.061253560,1
6.061255556,0
6.061257536,1
6.061262080,0
6.061265060,1
6.061267052,0
6.061268040,1
6.061269040,0
6.061271024,1
6.061274632,0
6.061280592,1
6.061281592,0
6.061283576,1
6.061289668,0
6.061290656,1
6.061291660,0
6.061292648,1
6.061295636,0
6.061296624,1
6.061297624,0
6.061298612,1
6.061302220,0
6.061303208,1
6.061304208,0
6.061305196,1
6.061307192,0
6.061311164,1
6.061314772,0
6.061316756,1
6.061317756,0
6.061318744,1
6.061319744,0
6.061323716,1
6.061329624,0
6.061334588,1
6.061335588,0
6.061336576,1
6.061337576,0
6.061338564,1
6.061342172,0
6.061343160,1
6.061344160,0
6.061345148,1
6.061346148,0
6.061349124,1
6.061350120,0
6.061351112,1
6.061354720,0
6.061355708,1
6.061356708,0
6.061361668,1
6.061362668,0
6.061363656,1
6.061367268,0
6.061368256,1
6.061370248,0
6.061371236,1
6.061372232,0
6.061374216,1
6.061375212,0
6.061376204,1
6.061379812,0
6.061381792,1
6.061384780,0
6.061385768,1
6.061386768,0
6.061388752,1
6.061392360,0
6.061394344,1
6.061396336,0
6.061397328,1
6.061400316,0
6.061401304,1
6.061404916,0
6.061405904,1
6.061406904,0
6.061410872,1
6.061412868,0
6.061413856,1
6.061417464,0
6.061420440,1
6.061422432,0
6.061423420,1
6.061425416,0
6.061426404,1
6.061430008,0
6.061435964,1
6.061436960,0
6.061438944,1
6.061442552,0
6.061443540,1
6.061445536,0
6.061446524,1
6.061448516,0
6.061449504,1
6.061450500,0
6.061451488,1
6.061481256,0
6.061482240,1
6.061483240,0
6.061486216,1
6.061488212,0
6.061490192,1
6.061493676,0
6.061495660,1
6.061498644,0
6.061499632,1
6.061500632,0
6.061502616,1
6.061506104,0
6.061511072,1
6.061513064,0
6.061515052,1
6.061518536,0
6.061522508,1
6.061525500,0
6.061527484,1
6.061530968,0
6.061534940,1
6.061537928,0
6.061539908,1
6.061543392,0
6.061544380,1
6.061546372,0
6.061548356,1
6.061550352,0
6.061552332,1
6.061555820,0
6.061556808,1
6.061558804,0
6.061560784,1
6.061562780,0
6.061564764,1
6.061568248,0
6.061569236,1
6.061572224,0
6.061573212,1
6.061575204,0
6.061577188,1
6.061581232,0
6.061584204,1
6.061586200,0
6.061587188,1
6.061588188,0
6.061590176,1
6.061593784,0
6.061599752,1
6.061600748,0
6.061602736,1
6.061631208,0
6.061636172,1
6.061638168,0
6.061640148,1
6.061643636,0
6.061645616,1
6.061648608,0
6.061649596,1
6.061650596,0
6.061652580,1
6.061656064,0
6.061660036,1
6.061663028,0
6.061665012,1
6.061668496,0
6.061672468,1
6.061675456,0
6.061677440,1
6.061680924,0
6.061681912,1
6.061682912,0
6.061685888,1
6.061687880,0
6.061689864,1
6.061693348,0
6.061694336,1
6.061696328,0
6.061698312,1
6.061700308,0
6.061702288,1
6.061705776,0
6.061707756,1
6.061709752,0
6.061710740,1
6.061712732,0
6.061714716,1
6.061718200,0
6.061721172,1
6.061722172,0
6.061723160,1
6.061725156,0
6.061727136,1
6.061731180,0
6.061734156,1
6.061736148,0
6.061737136,1
6.061738136,0
6.061740120,1
6.061743728,0
6.061749684,1
6.061750680,0
6.061752664,1
6.061780188,0
6.061785152,1
6.061787144,0
6.061789128,1
6.061792612,0
6.061794592,1
6.061797580,0
6.061798568,1
6.061799568,0
6.061801548,1
6.061805032,0
6.061806020,1
6.061809008,0
6.061809996,1
6.061811992,0
6.061813976,1
6.061817460,0
6.061818448,1
6.061820444,0
6.061822424,1
6.061824420,0
6.061826400,1
6.061829888,0
6.061830876,1
6.061833868,0
6.061834852,1
6.061836848,0
6.061838832,1
6.061842316,0
6.061843304,1
6.061844308,0
6.061846288,1
6.061849276,0
6.061851256,1
6.061854740,0
6.061855724,1
6.061858712,0
6.061859696,1
6.061861688,0
6.061863668,1
6.061867148,0
6.061870124,1
6.061871124,0
6.061872112,1
6.061874104,0
6.061876084,1
6.061880128,0
6.061883100,1
6.061885096,0
6.061886084,1
6.061887080,0
6.061889064,1
6.061892668,0
6.061898624,1
6.061899620,0
6.061901604,1
6.061929120,0
6.061934084,1
6.061936076,0
6.061938060,1
6.061941540,0
6.061943520,1
6.061946508,0
6.061947496,1
6.061948492,0
6.061950476,1
6.061953960,0
6.061955940,1
6.061957936,0
6.061958924,1
6.061960916,0
6.061962896,1
6.061966380,0
6.061971340,1
6.061973332,0
6.061975316,1
6.061978800,0
6.061983764,1
6.061985760,0
6.061987744,1
6.061991228,0
6.061992216,1
6.061995204,0
6.061996192,1
6.061998184,0
6.062000168,1
6.062003652,0
6.062005636,1
6.062007628,0
6.062008616,1
6.062010612,0
6.062012596,1
6.062016080,0
6.062018060,1
6.062020056,0
6.062021044,1
6.062023036,0
6.062025020,1
6.062029060,0
6.062032036,1
6.062034028,0
6.062035016,1
6.062036016,0
6.062037996,1
6.062041604,0
6.062047556,1
6.062048552,0
6.062050536,1
6.062078108,0
6.062083068,1
6.062085060,0
6.062087044,1
6.062090524,0
6.062092508,1
6.062095492,0
6.062096480,1
6.062097480,0
6.062099460,1
6.062102948,0
6.062103932,1
6.062104932,0
6.062105920,1
6.062106920,0
6.062107908,1
6.062109900,0
6.062111880,1
6.062115364,0
6.062116352,1
6.062117352,0
6.062120328,1
6.062122320,0
6.062124300,1
6.062127780,0
6.062128768,1
6.062129768,0
6.062130756,1
6.062131752,0
6.062132740,1
6.062134732,0
6.062136716,1
6.062140200,0
6.062143176,1
6.062144172,0
6.062145160,1
6.062147152,0
6.062149136,1
6.062152616,0
6.062154600,1
6.062156592,0
6.062157580,1
6.062159576,0
6.062161556,1
6.062165040,0
6.062167020,1
6.062168020,0
6.062170000,1
6.062171992,0
6.062173972,1
6.062178016,0
6.062180988,1
6.062182980,0
6.062183968,1
6.062184964,0
6.062186944,1
6.062190548,0
6.062196508,1
6.062197504,0
6.062199492,1
6.062227032,0
6.062231992,1
6.062233988,0
6.062235968,1
6.062239452,0
6.062241436,1
6.062244424,0
6.062245412,1
6.062246412,0
6.062248392,1
6.062251880,0
6.062252868,1
6.062254864,0
6.062256844,1
6.062258840,0
6.062260820,1
6.062264308,0
6.062265296,1
6.062268284,0
6.062269272,1
6.062271268,0
6.062273248,1
6.062276732,0
6.062277720,1
6.062278720,0
6.062279708,1
6.062280708,0
6.062281696,1
6.062283692,0
6.062285672,1
6.062289156,0
6.062290144,1
6.062291144,0
6.062294116,1
6.062296112,0
6.062298092,1
6.062301580,0
6.062303564,1
6.062304560,0
6.062306544,1
6.062308540,0
6.062310524,1
6.062314008,0
6.062315992,1
6.062317984,0
6.062318976,1
6.062320972,0
6.062322956,1
6.062327000,0
6.062329980,1
6.062331976,0
6.062332964,1
6.062333964,0
6.062335948,1
6.062339556,0
6.062345516,1
6.062346512,0
6.062348500,1
6.062376976,0
6.062381940,1
6.062383936,0
6.062385916,1
6.062389400,0
6.062391384,1
6.062394372,0
6.062395360,1
6.062396360,0
6.062398340,1
6.062401828,0
6.062402812,1
6.062404808,0
6.062406788,1
6.062408784,0
6.062410764,1
6.062414248,0
6.062415236,1
6.062416236,0
6.062417224,1
6.062418224,0
6.062419212,1
6.062421208,0
6.062423188,1
6.062426676,0
6.062427664,1
6.062428664,0
6.062431640,1
6.062433636,0
6.062435620,1
6.062439104,0
6.062441088,1
6.062442088,0
6.062444072,1
6.062446064,0
6.062448044,1
6.062451532,0
6.062452516,1
6.062454512,0
6.062456492,1
6.062458488,0
6.062460468,1
6.062463956,0
6.062466932,1
6.062467932,0
6.062468920,1
6.062470916,0
6.062472896,1
6.062476944,0
6.062479924,1
6.062481920,0
6.062482908,1
6.062483908,0
6.062485888,1
6.062489500,0
6.062495460,1
6.062496460,0
6.062498440,1
6.062525960,0
6.062530924,1
6.062532920,0
6.062534900,1
6.062538384,0
6.062540368,1
6.062543356,0
6.062544340,1
6.062545344,0
6.062547324,1
6.062550808,0
6.062551796,1
6.062553792,0
6.062555772,1
6.062557768,0
6.062559748,1
6.062563232,0
6.062564220,1
6.062565220,0
6.062568196,1
6.062570188,0
6.062572168,1
6.062575652,0
6.062576640,1
6.062578636,0
6.062580620,1
6.062582612,0
6.062584596,1
6.062588084,0
6.062589072,1
6.062591064,0
6.062593048,1
6.062595044,0
6.062597024,1
6.062600512,0
6.062601500,1
6.062603492,0
6.062605476,1
6.062607468,0
6.062609452,1
6.062612940,0
6.062614924,1
6.062616916,0
6.062617904,1
6.062619896,0
6.062621876,1
6.062625920,0
6.062628892,1
6.062630884,0
6.062631872,1
6.062632872,0
6.062634852,1
6.062638460,0
6.062644416,1
6.062645416,0
6.062647396,1
6.062675844,0
6.062680804,1
6.062682800,0
6.062684780,1
6.062688264,0
6.062690244,1
6.062693232,0
6.062694220,1
6.062695220,0
6.062697200,1
6.062700688,0
6.062701676,1
6.062703668,0
6.062705648,1
6.062707644,0
6.062709624,1
6.062713108,0
6.062718072,1
6.062720064,0
6.062722044,1
6.062725524,0
6.062726512,1
6.062727512,0
6.062729496,1
6.062732480,0
6.062734460,1
6.062737948,0
6.062742912,1
6.062744904,0
6.062746888,1
6.062750372,0
6.062751360,1
6.062752360,0
6.062754344,1
6.062757332,0
6.062759312,1
6.062762796,0
6.062763784,1
6.062764784,0
6.062766764,1
6.062769752,0
6.062771736,1
6.062775780,0
6.062778756,1
6.062780748,0
6.062781736,1
6.062782736,0
6.062784720,1
6.062788332,0
6.062794288,1
6.062795288,0
6.062797272,1
6.062825712,0
6.062830672,1
6.062832668,0
6.062834648,1
6.062838132,0
6.062840112,1
6.062843100,0
6.062844084,1
6.062845084,0
6.062847068,1
6.062850548,0
6.062852532,1
6.062853532,0
6.062855512,1
6.062857504,0
6.062859488,1
6.062862972,0
6.062865948,1
6.062866944,0
6.062867932,1
6.062869924,0
6.062871908,1
6.062875388,0
6.062879356,1
6.062882344,0
6.062884324,1
6.062887812,0
6.062891780,1
6.062894760,0
6.062896740,1
6.062900216,0
6.062902196,1
6.062904184,0
6.062905172,1
6.062907164,0
6.062909144,1
6.062912624,0
6.062913612,1
6.062914612,0
6.062916592,1
6.062919576,0
6.062921556,1
6.062925596,0
6.062928568,1
6.062930560,0
6.062931548,1
6.062932544,0
6.062934524,1
6.062938132,0
6.062944084,1
6.062945080,0
6.062947064,1
6.062953028,0
6.062954016,1
6.062955012,0
6.062956000,1
6.062958988,0
6.062959976,1
6.062960972,0
6.062961960,1
6.062965568,0
6.062966552,1
6.062967556,0
6.062968540,1
6.062970532,0
6.062974504,1
6.062978112,0
6.062980096,1
6.062981096,0
6.062982084,1
6.062983084,0
6.062987056,1
6.128801436,0
6.128802420,1
6.128804416,0
6.128806396,1
6.128807396,0
6.128808384,1
6.128809384,0
6.128810372,1
6.128813980,0
6.128814964,1
6.128815968,0
6.128816952,1
6.128817956,0
6.128819936,1
6.128821932,0
6.128822920,1
6.128826532,0
6.128828516,1
6.128831508,0
6.128832496,1
6.128834492,0
6.128835480,1
6.128839092,0
6.128842068,1
6.128843068,0
6.128845052,1
6.128847044,0
6.128848032,1
6.128851644,0
6.128852628,1
6.128853628,0
6.128855612,1
6.128856608,0
6.128857600,1
6.128859592,0
6.128860580,1
6.128864192,0
6.128866176,1
6.128869164,0
6.128870156,1
6.128872152,0
6.128873140,1
6.128876752,0
6.128877740,1
6.128880732,0
6.128882716,1
6.128884716,0
6.128885704,1
6.130456940,0
6.130457924,1
6.130458928,0
6.130459912,1
6.130463900,0
6.130465880,1
6.130474156,0
6.130475144,1
6.130476148,0
6.130479124,1
6.130481120,0
6.130483104,1
6.130487648,0
6.130488636,1
6.130489636,0
6.130490624,1
6.130492620,0
6.130496592,1
6.130500204,0
6.130502188,1
6.130503188,0
6.130504176,1
6.130505176,0
6.130509148,1
6.157912140,0
6.157913124,1
6.157916116,0
6.157917100,1
6.157918104,0
6.157919088,1
6.157920088,0
6.157921076,1
6.157924688,0
6.157925672,1
6.157926672,0
6.157930644,1
6.157932636,0
6.157933624,1
6.157937236,0
6.157938220,1
6.157939224,0
6.157941204,1
6.157942204,0
6.157943192,1
6.157945184,0
6.157946168,1
6.157949776,0
6.157952752,1
6.157953752,0
6.157954740,1
6.157957724,0
6.157958712,1
6.157962320,0
6.157965296,1
6.157967288,0
6.157968276,1
6.157969276,0
6.157971256,1
6.157974864,0
6.157980824,1
6.157981820,0
6.157983804,1
8.589075328,0
8.589076312,1
8.589078308,0
8.589080288,1
8.589081292,0
8.589082280,1
8.589083280,0
8.589084268,1
8.589087876,0
8.589088864,1
8.589089864,0
8.589093836,1
8.589095832,0
8.589096820,1
8.589100428,0
8.589101416,1
8.589102420,0
8.589103408,1
8.589105400,0
8.589106388,1
8.589108380,0
8.589109368,1
8.589112980,0
8.589117944,1
8.589120932,0
8.589121920,1
8.589125528,0
8.589128508,1
8.589130500,0
8.589131488,1
8.589133480,0
8.589134468,1
8.589138080,0
8.589139068,1
8.589140068,0
8.589141056,1
8.589142056,0
8.589144040,1
8.589146032,0
8.589147020,1
8.682827044,0
8.682828028,1
8.682829028,0
8.682830016,1
8.682834000,0
8.682835980,1
8.682844444,0
8.682849408,1
8.682851404,0
8.682853384,1
8.682857928,0
8.682860904,1
8.682862900,0
8.682863892,1
8.682864892,0
8.682866876,1
8.682870484,0
8.682876440,1
8.682877440,0
8.682879424,1
8.703658860,0
8.703659848,1
8.703661844,0
8.703665812,1
8.703666812,0
8.703667800,1
8.703671412,0
8.703672396,1
8.703676380,0
8.703677368,1
8.703679360,0
8.703680348,1
8.703683956,0
8.703685936,1
8.703688924,0
8.703689912,1
8.703691908,0
8.703692892,1
8.703696504,0
8.703698484,1
8.703700476,0
8.703701464,1
8.703704452,0
8.703705440,1
8.703709048,0
8.703710032,1
8.703711032,0
8.703712020,1
8.703713020,0
8.703715000,1
8.703716992,0
8.703717980,1
8.703721588,0
8.703723572,1
8.703724572,0
8.703726552,1
8.703729540,0
