Time [s],UART
10.501885272,1
10.501887268,0
10.501888252,1
10.501889256,0
10.501891236,1
10.501894724,0
10.501899688,1
10.501901684,0
10.501903664,1
10.501907148,0
10.501909132,1
10.501912120,0
10.501913108,1
10.501914108,0
10.501916092,1
10.501919576,0
10.501920564,1
10.501921564,0
10.501924540,1
10.501926532,0
10.501928516,1
10.501931996,0
10.501932984,1
10.501935968,0
10.501936956,1
10.501938948,0
10.501940928,1
10.501944412,0
10.501945396,1
10.501946396,0
10.501949372,1
10.501951360,0
10.501953340,1
10.501956824,0
10.501957812,1
10.501960800,0
10.501961784,1
10.501963776,0
10.501965756,1
10.501969240,0
10.501970224,1
10.501971224,0
10.501974200,1
10.501976192,0
10.501978176,1
10.501981660,0
10.501982648,1
10.501983648,0
10.501984632,1
10.501985632,0
10.501986620,1
10.501988616,0
10.501990596,1
10.501994636,0
10.501997612,1
10.501999604,0
10.502000592,1
10.502001592,0
10.502003572,1
10.502030288,0
10.502031272,1
10.502032272,0
10.502033260,1
10.502035252,0
10.502036240,1
10.502037240,0
10.502039220,1
10.502042704,0
10.502047668,1
10.502049660,0
10.502051640,1
10.502055124,0
10.502057108,1
10.502060096,0
10.502061084,1
10.502062084,0
10.502064064,1
10.502067548,0
10.502068536,1
10.502069536,0
10.502072512,1
10.502074508,0
10.502076492,1
10.502079976,0
10.502081960,1
10.502083952,0
10.502084940,1
10.502086932,0
10.502088916,1
10.502092400,0
10.502094384,1
10.502096376,0
10.502097364,1
10.502099360,0
10.502101340,1
10.502104824,0
10.502105812,1
10.502106812,0
10.502108792,1
10.502111780,0
10.502113764,1
10.502117248,0
10.502118236,1
10.502120228,0
10.502122212,1
10.502124204,0
10.502126184,1
10.502129668,0
10.502130656,1
10.502133644,0
10.502134632,1
10.502136628,0
10.502138608,1
10.502142652,0
10.502145632,1
10.502147624,0
10.502148612,1
10.502149612,0
10.502151596,1
10.502178312,0
10.502179296,1
10.502180300,0
10.502181284,1
10.502183280,0
10.502184268,1
10.502185268,0
10.502187248,1
10.502190732,0
10.502195696,1
10.502197692,0
10.502199676,1
10.502203160,0
10.502205140,1
10.502208128,0
10.502209120,1
10.502210120,0
10.502212100,1
10.502215588,0
10.502216576,1
10.502217576,0
10.502220552,1
10.502222548,0
10.502224528,1
10.502228012,0
10.502229000,1
10.502230000,0
10.502230988,1
10.502231988,0
10.502232976,1
10.502234972,0
10.502236952,1
10.502240440,0
10.502242420,1
10.502244416,0
10.502245404,1
10.502247400,0
10.502249380,1
10.502252864,0
10.502257828,1
10.502259820,0
10.502261804,1
10.502265284,0
10.502266276,1
10.502267276,0
10.502269256,1
10.502272244,0
10.502274224,1
10.502277708,0
10.502282672,1
10.502284664,0
10.502286648,1
10.502290692,0
10.502291680,1
10.502292684,0
10.502293672,1
10.502296660,0
10.502297648,1
10.502298648,0
10.502299636,1
10.502303244,0
10.502304232,1
10.502305236,0
10.502306224,1
10.502308216,0
10.502312188,1
10.502315792,0
10.502317776,1
10.502318776,0
10.502319760,1
10.502320760,0
10.502324732,1
10.528474356,0
10.528476336,1
10.528478332,0
10.528481308,1
10.528482312,0
10.528483300,1
10.528486912,0
10.528488892,1
10.528490888,0
10.528493864,1
10.528494864,0
10.528495852,1
10.528499464,0
10.528502444,1
10.528503440,0
10.528504432,1
10.528505428,0
10.528506420,1
10.528507420,0
10.528508408,1
10.528512020,0
10.528514996,1
10.528516992,0
10.528517980,1
10.528518980,0
10.528520964,1
10.528524576,0
10.528530540,1
10.528531540,0
10.528533524,1
10.541061884,0
10.541062864,1
10.541063868,0
10.541064852,1
10.541066848,0
10.541070816,1
10.541074424,0
10.541076404,1
10.541077404,0
10.541078392,1
10.541079396,0
10.541083368,1
10.542925716,0
10.542926700,1
10.542927704,0
10.542928688,1
10.542930684,0
10.542931672,1
10.542933664,0
10.542934652,1
10.542938264,0
10.542939248,1
10.542940248,0
10.542941236,1
10.542942236,0
10.542944220,1
10.542946212,0
10.542947200,1
10.542950808,0
10.542951796,1
10.542952796,0
10.542956764,1
10.542958756,0
10.542959744,1
10.542963348,0
10.542965332,1
10.542968316,0
10.542969304,1
10.542971300,0
10.542972284,1
10.542975896,0
10.542976884,1
10.542977884,0
10.542978868,1
10.542982852,0
10.542984832,1
10.543009620,0
10.543014588,1
10.543016584,0
10.543018568,1
10.543022052,0
10.543024036,1
10.543027024,0
10.543028012,1
10.543029008,0
10.543030992,1
10.543034476,0
10.543035464,1
10.543037460,0
10.543039440,1
10.543041436,0
10.543043420,1
10.543046908,0
10.543047892,1
10.543050884,0
10.543051872,1
10.543053864,0
10.543055848,1
10.543059332,0
10.543060320,1
10.543061320,0
10.543064296,1
10.543066292,0
10.543068276,1
10.543071760,0
10.543076728,1
10.543078724,0
10.543080704,1
10.543084192,0
10.543088160,1
10.543091148,0
10.543093132,1
10.543096616,0
10.543097604,1
10.543098604,0
10.543101580,1
10.543103572,0
10.543105556,1
10.543109600,0
10.543110588,1
10.543111588,0
10.543112576,1
10.543114568,0
10.543118540,1
10.543122148,0
10.543124132,1
10.543125132,0
10.543126124,1
10.543127120,0
10.543131092,1
10.543136940,0
10.543141904,1
10.543142900,0
10.543143892,1
10.543144888,0
10.543145876,1
10.543149484,0
10.543150472,1
10.543151472,0
10.543152460,1
10.543153460,0
10.543156436,1
10.543157436,0
10.543158424,1
10.543162032,0
10.543163020,1
10.543164020,0
10.543168984,1
10.543169984,0
10.543170972,1
10.543174584,0
10.543175572,1
10.543177568,0
10.543178556,1
10.543179556,0
10.543181540,1
10.543182540,0
10.543183532,1
10.543187140,0
10.543189124,1
10.543192112,0
10.543193100,1
10.543194096,0
10.543196080,1
10.543199688,0
10.543204652,1
10.543207640,0
10.543208628,1
10.543212236,0
10.543213224,1
10.543217208,0
10.543218196,1
10.543220188,0
10.543221176,1
10.543224784,0
10.543225768,1
10.543227764,0
10.543229744,1
10.543232732,0
10.543233720,1
10.543237332,0
10.543243288,1
10.543244288,0
10.543246272,1
10.543249880,0
10.543250868,1
10.543252860,0
10.543253848,1
10.543255844,0
10.543256832,1
10.543257832,0
10.543258820,1
10.543396572,0
10.543398548,1
10.543399548,0
10.543401528,1
10.543403520,0
10.543405500,1
10.543410036,0
10.543413008,1
10.543415000,0
10.543415988,1
10.543416984,0
10.543418968,1
10.543422572,0
10.543428524,1
10.543429520,0
10.543431504,1
10.543569444,0
10.543570428,1
10.543572424,0
10.543574404,1
10.543576400,0
10.543578384,1
10.543582928,0
10.543585904,1
10.543587896,0
10.543588884,1
10.543589884,0
10.543591868,1
10.543595480,0
10.543601440,1
10.543602436,0
10.543604424,1
10.543742424,0
10.543745400,1
10.543746400,0
10.543747388,1
10.543749384,0
10.543751368,1
10.543755912,0
10.543758888,1
10.543760884,0
10.543761872,1
10.543762868,0
10.543764852,1
10.543768460,0
10.543774420,1
10.543775416,0
10.543777400,1
10.543915724,0
10.543916708,1
10.543917712,0
10.543920684,1
10.543922680,0
10.543924660,1
10.543928148,0
10.543933116,1
10.543935108,0
10.543937092,1
10.543941636,0
10.543944612,1
10.543946608,0
10.543947596,1
10.543948596,0
10.543950580,1
10.543954192,0
10.543960156,1
10.543961156,0
10.543963140,1
10.544101128,0
10.544103104,1
10.544105100,0
10.544106088,1
10.544108084,0
10.544110064,1
10.544114604,0
10.544117576,1
10.544119572,0
10.544120560,1
10.544121560,0
10.544123540,1
10.544127148,0
10.544133108,1
10.544134104,0
10.544136088,1
10.544274484,0
10.544275468,1
10.544276472,0
10.544279448,1
10.544281444,0
10.544283428,1
10.544286912,0
10.544288896,1
10.544290888,0
10.544291876,1
10.544293872,0
10.544295852,1
10.544300392,0
10.544303364,1
10.544305356,0
10.544306344,1
10.544307344,0
10.544309324,1
10.544312932,0
10.544318888,1
10.544319884,0
10.544321868,1
10.544460096,0
10.544461080,1
10.544462080,0
10.544465052,1
10.544467044,0
10.544469024,1
10.544472508,0
10.544474488,1
10.544475488,0
10.544477472,1
10.544479464,0
10.544481444,1
10.544485980,0
10.544488952,1
10.544490944,0
10.544491932,1
10.544492928,0
10.544494908,1
10.544498512,0
10.544504464,1
10.544505460,0
10.544507440,1
10.544645788,0
10.544646772,1
10.544647776,0
10.544650752,1
10.544652748,0
10.544654732,1
10.544658216,0
10.544661192,1
10.544662192,0
10.544663184,1
10.544665176,0
10.544667160,1
10.544671704,0
10.544674680,1
10.544676672,0
10.544677660,1
10.544678660,0
10.544680644,1
10.544684252,0
10.544690212,1
10.544691208,0
10.544693192,1
10.544831488,0
10.544834460,1
10.544835460,0
10.544836444,1
10.544838440,0
10.544840420,1
10.544843904,0
10.544845884,1
10.544846884,0
10.544848864,1
10.544850860,0
10.544852840,1
10.544857380,0
10.544860352,1
10.544862348,0
10.544863336,1
10.544864332,0
10.544866312,1
10.544869916,0
10.544875872,1
10.544876872,0
10.544878852,1
10.545017164,0
10.545020136,1
10.545021140,0
10.545022128,1
10.545024124,0
10.545026108,1
10.545029592,0
10.545030580,1
10.545031584,0
10.545034560,1
10.545036556,0
10.545038536,1
10.545043080,0
10.545046056,1
10.545048052,0
10.545049040,1
10.545050040,0
10.545052020,1
10.545055628,0
10.545061588,1
10.545062584,0
10.545064568,1
10.545070660,0
10.545071648,1
10.545072648,0
10.545073636,1
10.545076624,0
10.545077612,1
10.545078612,0
10.545079600,1
10.545083208,0
10.545084192,1
10.545085192,0
10.545086180,1
10.545088172,0
10.545092140,1
10.545095748,0
10.545097728,1
10.545098728,0
10.545099716,1
10.545100712,0
10.545104684,1
10.545110588,0
10.545115548,1
10.545116544,0
10.545117532,1
10.545118532,0
10.545119520,1
10.545123128,0
10.545124116,1
10.545125116,0
10.545126104,1
10.545127104,0
10.545130080,1
10.545131080,0
10.545132068,1
10.545135676,0
10.545136664,1
10.545137664,0
10.545142628,1
10.545143628,0
10.545144620,1
10.545148228,0
10.545149216,1
10.545151212,0
10.545152200,1
10.545153204,0
10.545155188,1
10.545156188,0
10.545157176,1
10.545160784,0
10.545162764,1
10.545165748,0
10.545166736,1
10.545167736,0
10.545169716,1
10.545173328,0
10.545175308,1
10.545177304,0
10.545178292,1
10.545181280,0
10.545182268,1
10.545185880,0
10.545186868,1
10.545187868,0
10.545191840,1
10.545193836,0
10.545194824,1
10.545198436,0
10.545201412,1
10.545203408,0
10.545204396,1
10.545206388,0
10.545207376,1
10.545210988,0
10.545216952,1
10.545217952,0
10.545219936,1
10.545223548,0
10.545224536,1
10.545226532,0
10.545227520,1
10.545229512,0
10.545230500,1
10.545231500,0
10.545232492,1
10.545263192,0
10.545264176,1
10.545265180,0
10.545268156,1
10.545270152,0
10.545272136,1
10.545275620,0
10.545277604,1
10.545280596,0
10.545281580,1
10.545282584,0
10.545284564,1
10.545288052,0
10.545293020,1
10.545295016,0
10.545297000,1
10.545300484,0
10.545302468,1
10.545304464,0
10.545305452,1
10.545307448,0
10.545309428,1
10.545312916,0
10.545313904,1
10.545314904,0
10.545317880,1
10.545319872,0
10.545321856,1
10.545325340,0
10.545326328,1
10.545328324,0
10.545330304,1
10.545332300,0
10.545334284,1
10.545337768,0
10.545338756,1
10.545339756,0
10.545341740,1
10.545344728,0
10.545346712,1
10.545350192,0
10.545354164,1
10.545357152,0
10.545359136,1
10.545363176,0
10.545366152,1
10.545368148,0
10.545369136,1
10.545370136,0
10.545372120,1
10.545375732,0
10.545381696,1
10.545382692,0
10.545384676,1
10.545413144,0
10.545418108,1
10.545420104,0
10.545422088,1
10.545425572,0
10.545427552,1
10.545430544,0
10.545431532,1
10.545432532,0
10.545434512,1
10.545437996,0
10.545438984,1
10.545439984,0
10.545440972,1
10.545441972,0
10.545442956,1
10.545444952,0
10.545446936,1
10.545450416,0
10.545451404,1
10.545454392,0
10.545455376,1
10.545457372,0
10.545459352,1
10.545462840,0
10.545464820,1
10.545466812,0
10.545467800,1
10.545469796,0
10.545471780,1
10.545475264,0
10.545478240,1
10.545479240,0
10.545480228,1
10.545482220,0
10.545484204,1
10.545487688,0
10.545488676,1
10.545491664,0
10.545492652,1
10.545494648,0
10.545496628,1
10.545500116,0
10.545502100,1
10.545504092,0
10.545505080,1
10.545507076,0
10.545509060,1
10.545513104,0
10.545516080,1
10.545518072,0
10.545519064,1
10.545520064,0
10.545522044,1
10.545525656,0
10.545531616,1
10.545532612,0
10.545534600,1
10.545562136,0
10.545567096,1
10.545569092,0
10.545571076,1
10.545574564,0
10.545576548,1
10.545579536,0
10.545580524,1
10.545581524,0
10.545583508,1
10.545586996,0
10.545589976,1
10.545590976,0
10.545591964,1
10.545593960,0
10.545595948,1
10.545599432,0
10.545600420,1
10.545601424,0
10.545602412,1
10.545603412,0
10.545604400,1
10.545606396,0
10.545608376,1
10.545611860,0
10.545616828,1
10.545618820,0
10.545620804,1
10.545624292,0
10.545625280,1
10.545628272,0
10.545629260,1
10.545631260,0
10.545633244,1
10.545636732,0
10.545637720,1
10.545639716,0
10.545641700,1
10.545643696,0
10.545645676,1
10.545649164,0
10.545650152,1
10.545651152,0
10.545654132,1
10.545656128,0
10.545658112,1
10.545662160,0
10.545665136,1
10.545667132,0
10.545668120,1
10.545669124,0
10.545671108,1
10.545674716,0
10.545680680,1
10.545681680,0
10.545683664,1
10.545711204,0
10.545716168,1
10.545718160,0
10.545720144,1
10.545723632,0
10.545725616,1
10.545728608,0
10.545729592,1
10.545730592,0
10.545732576,1
10.545736060,0
10.545737048,1
10.545739048,0
10.545741028,1
10.545743024,0
10.545745012,1
10.545748500,0
10.545750484,1
10.545752476,0
10.545753468,1
10.545755464,0
10.545757444,1
10.545760932,0
10.545761920,1
10.545762920,0
10.545763908,1
10.545764908,0
10.545765900,1
10.545767892,0
10.545769876,1
10.545773360,0
10.545774348,1
10.545775352,0
10.545777332,1
10.545780324,0
10.545782308,1
10.545785796,0
10.545786784,1
10.545788780,0
10.545790760,1
10.545792756,0
10.545794736,1
10.545798224,0
10.545799212,1
10.545802200,0
10.545803188,1
10.545805184,0
10.545807168,1
10.545811212,0
10.545814192,1
10.545816188,0
10.545817176,1
10.545818176,0
10.545820160,1
10.545823772,0
10.545829740,1
10.545830736,0
10.545832724,1
10.545860272,0
10.545865236,1
10.545867232,0
10.545869216,1
10.545872704,0
10.545874684,1
10.545877672,0
10.545878660,1
10.545879660,0
10.545881644,1
10.545885132,0
10.545886120,1
10.545888112,0
10.545890096,1
10.545892092,0
10.545894076,1
10.545897564,0
10.545902532,1
10.545904524,0
10.545906508,1
10.545909992,0
10.545910980,1
10.545911980,0
10.545912968,1
10.545913968,0
10.545914956,1
10.545916952,0
10.545918936,1
10.545922420,0
10.545923408,1
10.545924408,0
10.545927388,1
10.545929380,0
10.545931364,1
10.545934848,0
10.545935836,1
10.545938824,0
10.545939812,1
10.545941804,0
10.545943788,1
10.545947272,0
10.545949256,1
10.545951252,0
10.545952240,1
10.545954236,0
10.545956216,1
10.545960264,0
10.545963240,1
10.545965236,0
10.545966224,1
10.545967224,0
10.545969208,1
10.545972816,0
10.545978780,1
10.545979776,0
10.545981764,1
10.546009300,0
10.546014264,1
10.546016256,0
10.546018240,1
10.546021728,0
10.546023708,1
10.546026700,0
10.546027688,1
10.546028688,0
10.546030672,1
10.546034156,0
10.546035144,1
10.546036144,0
10.546039120,1
10.546041116,0
10.546043100,1
10.546046584,0
10.546047572,1
10.546050564,0
10.546051552,1
10.546053548,0
10.546055528,1
10.546059020,0
10.546060004,1
10.546061008,0
10.546063984,1
10.546065980,0
10.546067964,1
10.546071452,0
10.546072444,1
10.546075432,0
10.546076424,1
10.546078420,0
10.546080400,1
10.546083888,0
10.546086868,1
10.546087868,0
10.546088860,1
10.546090856,0
10.546092840,1
10.546096332,0
10.546097320,1
10.546098320,0
10.546099308,1
10.546100308,0
10.546101296,1
10.546103292,0
10.546105276,1
10.546109320,0
10.546112296,1
10.546114292,0
10.546115280,1
10.546116280,0
10.546118264,1
10.546121872,0
10.546127836,1
10.546128836,0
10.546130820,1
10.546159300,0
10.546164268,1
10.546166264,0
10.546168248,1
10.546171732,0
10.546173716,1
10.546176704,0
10.546177692,1
10.546178692,0
10.546180672,1
10.546184160,0
10.546185152,1
10.546186152,0
10.546189128,1
10.546191120,0
10.546193100,1
10.546196584,0
10.546198564,1
10.546200560,0
10.546201548,1
10.546203540,0
10.546205520,1
10.546209004,0
10.546213972,1
10.546215964,0
10.546217948,1
10.546221432,0
10.546222420,1
10.546223420,0
10.546224408,1
10.546225404,0
10.546226392,1
10.546228388,0
10.546230368,1
10.546233856,0
10.546237828,1
10.546240816,0
10.546242800,1
10.546246284,0
10.546251248,1
10.546253244,0
10.546255228,1
10.546259272,0
10.546262248,1
10.546264244,0
10.546265232,1
10.546266232,0
10.546268216,1
10.546271824,0
10.546277784,1
10.546278780,0
10.546280764,1
10.546308292,0
10.546313256,1
10.546315248,0
10.546317232,1
10.546320716,0
10.546322700,1
10.546325688,0
10.546326676,1
10.546327676,0
10.546329660,1
10.546333148,0
10.546334136,1
10.546335136,0
10.546338112,1
10.546340104,0
10.546342088,1
10.546345576,0
10.546346564,1
10.546347564,0
10.546348552,1
10.546349552,0
10.546350540,1
10.546352532,0
10.546354516,1
10.546358000,0
10.546362968,1
10.546364964,0
10.546366948,1
10.546370432,0
10.546372416,1
10.546374408,0
10.546375396,1
10.546377392,0
10.546379372,1
10.546382860,0
10.546384844,1
10.546386836,0
10.546387824,1
10.546389820,0
10.546391804,1
10.546395288,0
10.546397272,1
10.546398272,0
10.546400256,1
10.546402252,0
10.546404236,1
10.546408280,0
10.546411256,1
10.546413252,0
10.546414240,1
10.546415240,0
10.546417220,1
10.546420832,0
10.546426792,1
10.546427792,0
10.546429776,1
10.546458244,0
10.546463208,1
10.546465200,0
10.546467184,1
10.546470668,0
10.546472648,1
10.546475640,0
10.546476628,1
10.546477628,0
10.546479608,1
10.546483096,0
10.546484084,1
10.546485084,0
10.546488060,1
10.546490056,0
10.546492040,1
10.546495528,0
10.546497512,1
10.546498508,0
10.546500492,1
10.546502488,0
10.546504472,1
10.546507956,0
10.546508944,1
10.546511936,0
10.546512924,1
10.546514920,0
10.546516904,1
10.546520388,0
10.546521376,1
10.546522376,0
10.546523364,1
10.546524364,0
10.546525352,1
10.546527348,0
10.546529332,1
10.546532816,0
10.546534800,1
10.546535800,0
10.546537780,1
10.546539776,0
10.546541760,1
10.546545244,0
10.546547224,1
10.546548224,0
10.546550208,1
10.546552200,0
10.546554184,1
10.546558224,0
10.546561200,1
10.546563196,0
10.546564184,1
10.546565184,0
10.546567164,1
10.546570776,0
10.546576732,1
10.546577728,0
10.546579716,1
10.546608184,0
10.546613148,1
10.546615144,0
10.546617128,1
10.546620612,0
10.546622596,1
10.546625588,0
10.546626572,1
10.546627572,0
10.546629556,1
10.546633040,0
10.546634024,1
10.546635028,0
10.546638004,1
10.546639996,0
10.546641980,1
10.546645464,0
10.546647448,1
10.546648448,0
10.546650432,1
10.546652428,0
10.546654412,1
10.546657896,0
10.546660872,1
10.546661872,0
10.546662864,1
10.546664856,0
10.546666840,1
10.546670328,0
10.546674304,1
10.546677292,0
10.546679276,1
10.546682760,0
10.546684744,1
10.546686740,0
10.546687728,1
10.546689724,0
10.546691708,1
10.546695192,0
10.546696180,1
10.546697180,0
10.546698172,1
10.546699172,0
10.546700160,1
10.546702156,0
10.546704140,1
10.546708184,0
10.546711156,1
10.546713148,0
10.546714140,1
10.546715136,0
10.546717116,1
10.546720724,0
10.546726684,1
10.546727680,0
10.546729664,1
10.546735632,0
10.546736620,1
10.546737620,0
10.546738604,1
10.546741592,0
10.546742580,1
10.546743580,0
10.546744568,1
10.546748176,0
10.546749164,1
10.546750164,0
10.546751152,1
10.546753144,0
10.546757112,1
10.546760720,0
10.546762700,1
10.546763700,0
10.546764688,1
10.546765688,0
10.546769656,1
10.612408304,0
10.612409288,1
10.612411284,0
10.612413264,1
10.612414268,0
10.612415252,1
10.612416252,0
10.612417240,1
10.612420852,0
10.612421836,1
10.612422840,0
10.612423824,1
10.612424828,0
10.612426808,1
10.612428804,0
10.612429792,1
10.612433404,0
10.612435384,1
10.612438372,0
10.612439360,1
10.612441356,0
10.612442344,1
10.612445952,0
10.612448932,1
10.612449932,0
10.612451916,1
10.612453908,0
10.612454896,1
10.612458508,0
10.612459496,1
10.612460496,0
10.612462480,1
10.612463480,0
10.612464472,1
10.612466464,0
10.612467452,1
10.612471064,0
10.612473044,1
10.612476032,0
10.612477024,1
10.612479020,0
10.612480008,1
10.612483620,0
10.612484608,1
10.612487600,0
10.612489580,1
10.612491576,0
10.612492564,1
10.614063424,0
10.614064412,1
10.614065416,0
10.614066400,1
10.614070388,0
10.614072372,1
10.614080644,0
10.614081632,1
10.614082632,0
10.614085604,1
10.614087600,0
10.614089580,1
10.614094120,0
10.614095108,1
10.614096112,0
10.614097096,1
10.614099092,0
10.614103064,1
10.614106672,0
10.614108656,1
10.614109656,0
10.614110644,1
10.614111644,0
10.614115620,1
10.642449004,0
10.642449992,1
10.642452980,0
10.642453968,1
10.642454968,0
10.642455956,1
10.642456956,0
10.642457944,1
10.642461552,0
10.642462540,1
10.642463540,0
10.642467512,1
10.642469508,0
10.642470496,1
10.642474108,0
10.642475096,1
10.642476100,0
10.642478084,1
10.642479084,0
10.642480072,1
10.642482072,0
10.642483060,1
10.642486676,0
10.642489652,1
10.642490652,0
10.642491644,1
10.642494632,0
10.642495620,1
10.642499232,0
10.642502208,1
10.642504204,0
10.642505196,1
10.642506196,0
10.642508180,1
10.642511792,0
10.642517756,1
10.642518752,0
10.642520740,1
12.267783456,0
12.267784440,1
12.267786436,0
12.267788412,1
12.267789416,0
12.267790400,1
12.267791400,0
12.267792388,1
12.267795996,0
12.267796980,1
12.267797984,0
12.267801948,1
12.267803940,0
12.267804928,1
12.267808536,0
12.267809524,1
12.267810520,0
12.267811508,1
12.267813500,0
12.267814488,1
12.267816484,0
12.267817468,1
12.267821076,0
12.267826040,1
12.267829024,0
12.267830012,1
12.267833616,0
12.267836588,1
12.267838580,0
12.267839568,1
12.267841560,0
12.267842548,1
12.267846156,0
12.267847144,1
12.267848148,0
12.267849136,1
12.267850136,0
12.267852116,1
12.267854112,0
12.267855100,1
12.361535164,0
12.361536148,1
12.361537152,0
12.361538136,1
12.361542120,0
12.361544096,1
12.361552544,0
12.361557504,1
12.361559496,0
12.361561476,1
12.361566012,0
12.361568988,1
12.361570980,0
12.361571972,1
12.361572968,0
12.361574952,1
12.361578556,0
12.361584512,1
12.361585508,0
12.361587492,1
12.397952036,0
12.397953020,1
12.397955020,0
12.397958984,1
12.397959984,0
12.397960976,1
12.397964584,0
12.397965572,1
12.397969552,0
12.397970540,1
12.397972536,0
12.397973520,1
12.397977132,0
12.397979112,1
12.397982100,0
12.397983088,1
12.397985080,0
12.397986068,1
12.397989676,0
12.397991660,1
12.397993656,0
12.397994644,1
12.397997632,0
12.397998624,1
12.398002236,0
12.398003224,1
12.398004228,0
12.398005216,1
12.398006216,0
12.398008200,1
12.398010196,0
12.398011184,1
12.398014800,0
12.398016784,1
12.398017784,0
12.398019768,1
12.398022756,0
12.398023748,1
12.398027360,0
12.398030340,1
12.398031340,0
12.398032332,1
12.398035320,0
12.398036312,1
12.398039924,0
12.398042900,1
12.398044896,0
12.398045884,1
12.398046884,0
12.398048868,1
12.398052480,0
12.398058444,1
12.398059444,0
12.398061428,1
12.398848228,0
12.398849216,1
12.398850216,0
12.398851204,1
12.398853200,0
12.398855180,1
12.398856180,0
12.398857168,1
12.398860780,0
12.398861768,1
12.398862768,0
12.398864748,1
12.398865748,0
12.398866740,1
12.398868732,0
12.398869720,1
12.398873328,0
12.398875308,1
12.398878296,0
12.398879284,1
12.398881280,0
12.398882268,1
12.398885880,0
12.398886868,1
12.398887868,0
12.398888856,1
12.398890848,0
12.398892828,1
12.398893828,0
12.398894816,1
12.398898428,0
12.398899412,1
12.398900412,0
12.398901400,1
12.398902400,0
12.398904380,1
12.398906376,0
12.398907364,1
12.398910972,0
12.398911960,1
12.398912960,0
12.398916932,1
12.398918928,0
12.398919916,1
12.398923528,0
12.398925508,1
12.398928496,0
12.398929488,1
12.398931480,0
12.398932468,1
12.398936080,0
12.398937064,1
12.398938068,0
12.398939056,1
12.398941052,0
12.398943032,1
12.398944032,0
12.398945020,1
12.398948628,0
12.398949616,1
12.398950616,0
12.398954592,1
12.398956588,0
12.398957576,1
12.398961184,0
12.398965160,1
12.398969144,0
12.398970132,1
12.398973744,0
12.398974732,1
12.398975732,0
12.398976720,1
12.398980704,0
12.398982684,1
12.398986292,0
12.398987280,1
12.398989276,0
12.398990264,1
12.398992260,0
12.398993244,1
12.398994248,0
12.398995236,1
12.399021976,0
12.399022960,1
12.399023964,0
12.399024952,1
12.399026948,0
12.399027936,1
12.399028936,0
12.399030920,1
12.399034408,0
12.399039376,1
12.399041372,0
12.399043356,1
12.399046844,0
12.399048828,1
12.399051816,0
12.399052804,1
12.399053804,0
12.399055788,1
12.399059272,0
12.399060264,1
12.399061264,0
12.399064236,1
12.399066232,0
12.399068216,1
12.399071700,0
12.399072688,1
12.399075680,0
12.399076668,1
12.399078664,0
12.399080644,1
12.399084132,0
12.399085120,1
12.399086120,0
12.399089100,1
12.399091096,0
12.399093080,1
12.399096568,0
12.399097556,1
12.399100544,0
12.399101532,1
12.399103528,0
12.399105508,1
12.399108996,0
12.399109984,1
12.399110984,0
12.399113960,1
12.399115952,0
12.399117936,1
12.399121424,0
12.399122412,1
12.399125404,0
12.399126392,1
12.399128388,0
12.399130372,1
12.399134420,0
12.399137396,1
12.399139388,0
12.399140376,1
12.399141376,0
12.399143360,1
12.399169224,0
12.399170208,1
12.399171212,0
12.399172196,1
12.399174192,0
12.399175180,1
12.399176180,0
12.399178160,1
12.399181644,0
12.399186604,1
12.399188600,0
12.399190580,1
12.399194064,0
12.399196048,1
12.399199036,0
12.399200024,1
12.399201020,0
12.399203004,1
12.399206488,0
12.399207476,1
12.399208476,0
12.399211452,1
12.399213444,0
12.399215428,1
12.399218908,0
12.399220892,1
12.399222884,0
12.399223872,1
12.399225864,0
12.399227844,1
12.399231328,0
12.399232312,1
12.399233312,0
12.399234300,1
12.399235300,0
12.399236288,1
12.399238280,0
12.399240264,1
12.399243744,0
12.399244732,1
12.399245732,0
12.399248704,1
12.399250700,0
12.399252680,1
12.399256164,0
12.399258144,1
12.399260136,0
12.399261124,1
12.399263116,0
12.399265096,1
12.399268580,0
12.399269568,1
12.399270564,0
12.399271552,1
12.399272548,0
12.399273540,1
12.399275532,0
12.399277512,1
12.399281556,0
12.399284528,1
12.399286524,0
12.399287512,1
12.399288508,0
12.399290492,1
12.399317208,0
12.399318192,1
12.399319196,0
12.399320184,1
12.399322180,0
12.399323168,1
12.399324168,0
12.399326152,1
12.399329640,0
12.399334604,1
12.399336596,0
12.399338580,1
12.399342064,0
12.399344048,1
12.399347036,0
12.399348024,1
12.399349024,0
12.399351008,1
12.399354492,0
12.399355484,1
12.399356484,0
12.399359464,1
12.399361460,0
12.399363444,1
12.399366932,0
12.399367920,1
12.399368920,0
12.399369908,1
12.399370908,0
12.399371900,1
12.399373896,0
12.399375880,1
12.399379368,0
12.399381348,1
12.399383344,0
12.399384336,1
12.399386332,0
12.399388316,1
12.399391804,0
12.399396772,1
12.399398768,0
12.399400752,1
12.399404240,0
12.399405228,1
12.399406228,0
12.399408212,1
12.399411200,0
12.399413184,1
12.399416672,0
12.399418656,1
12.399419656,0
12.399421640,1
12.399423632,0
12.399425612,1
12.399429656,0
12.399430640,1
12.399431640,0
12.399432628,1
12.399435616,0
12.399436604,1
12.399437604,0
12.399438592,1
12.399442204,0
12.399443188,1
12.399444192,0
12.399445176,1
12.399447172,0
12.399451140,1
12.399454748,0
12.399456732,1
12.399457728,0
12.399458720,1
12.399459716,0
12.399463688,1
12.408661884,0
12.408663860,1
